"ID";"Nimi";"Kokoelma";"Yleislaji";"Tyyppi";"Muistiinpanija";"Vuosi";"Sivu";"Tahtilaji";"Sävellaji";"Pitäjä";"Kylä";"Maakunta";"Lääni";"Sanat";"Kirjahuomiot";"Kommentit";"Samanlaisuus";"Intervalli";"Melodian suunta"
"kjs_0065";"""Rissakka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Heikki Halonen/A. O. Väisänen";"1917";"29";"2/4";"g";"Lapinlahti";"Akkala";"Pohjois-Savo";"Itä-Suomen lääni";"";"soittotapa: Yhdysasentoinen, soitin: 5-kielisellä kanteleella, tempo: 132";"";"";"+4+0+0-7+2+1+2+0-2+4+0-7+2+1+2-2-1-2+3+4-7+5+2-5-2+3+4-7+5-2+2-2-1-2+3+4-7+5-2+2-2-1-2+3+4-7+5";"urrduuurdurduuuddduuduudduudududdduudududdduudu"
"kjs_0066";"""Ripatshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Pesha Patronen/A. O. Väisänen";"1916";"30";"2/4";"G";"Korpiselkä(Korpiselka)";"Yläjärvi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"Toinen ylennys merkki suluissa. Viittaisikohan neutraaliin kvarttiin";"";"+7-7+7-7+4+3-3+1+2-3-4+7-7+12-12+4+3-3-2+2+3-3+8-8-4+5+2-5-7+12-3+0+3-3+8-8-4+5+2-5-7+12-3-4+7-3-4+7-3-4+5+2-5-7+12-3-4+7-3-4+7-3-4+5+2-5-7+12-3-4+7-3+8-8+1+2-3-2-2+7-3+8-8+1+2-3-2+2+3-3-4+12-7-1+1+2-3-2+5-3+3-3-4+12-7-1+1+2-3-2+5-7+7-3-4+12-7-1+1+4-4-1-2-2+7-3-4+12-7-1+1+4-4-1-2+2+3-3+8-10-7+5+4+0+3-3+8-10-7+5+4-4+7-3-4+12-8-2+2+3-5+2+1+2-3+3-7+12-8-2+2+3-5+2+1+2-3+3-5+5-3+1+7-8-4-5+9+3-5+5-3+1+7-8-4-5+7+5-5+5-5+5-5+5-5+5-5+5-3+3-3+3-5+5-5+5-5+5-5+5-5+5-5+5-3+3-3+3-5+5-5-3+8-5-5+10-5-5+10-5-3+8-5-3+8-5+2+3-3-4+7-5+0+5-5+5-5+5-5+5-5+5-5+5-3+3-3+3-5+5-5+5-5+5-5+5-5+5-5+5-3+3-3+3-8+3+5-8+3+5-8+3+5-7+4+3-8+3+5-8+3+5-8+3+5-7+4+3-5-3+3-5+5-7+9-4+2-3+3-5+5-7+9-4+2+5-5+5-5+5-3+3-5+5-5+5-5+5-3+3-5+5-5-3+3+5-3-4+4+3-3-4+4+3-5-3+8-3-5+5+3-5-3+3+5-3-4+4+3-5+0+5-5+5-5+5-5+5-5-3+3+5-5+5-5+5-5+5-5+5-5-3+5-2+5";"ududuuduuddududuudduududduuddudrududduuddudduddudduuddudduddudduudduddududuudddududuudduuddudduuddududdudduuddududdudduudddduddudduuddduududduurududduududdudduuduuudududduuduuudududuuddduududuuddduudududududududududududududududududduddudduddudduduuddudrududududududududududududududududuuduuduuduuduuduuduuduuddudududududududuudududududududududduudduudduuddudduudduudduudrududududduudududududdudu"
"kjs_0067";"Maanitus";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Artjamei Kyyrönen/A. O. Väisänen";"1916";"31";"2/4";"G";"Suistamo";"Muuanto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"13. tahdista ""Astunta""";"";"+3-3+1-1-2+2+3-3+1-1-2+2+1+2-3+1-1-2+2+1+2-3+1-1-2+3-1+0+1-1-2+3-1+0+1-1-2+5-3+0+1-1-2+5-3+0+1-1-2+2+1+2-3+1+2-3+1+2-3+1+2";"ududduududduuududduuududdudruddudruddudruddudrudduuuduuduuduu"
"kjs_0068";"Maanitus";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Timo Lipitshä/A. O. Väisänen";"1917";"32";"2/4";"G";"Suistamo";"Koitto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+3-2-1-2+2+3-2-1+0+3-2-1+0+3-2-1+1-1+1-1-2-2+5-1+1-1-2+5-2-1+1-1-2+5-2-1+1-1-2+2+3-2+2-3+3-2+2";"uddduuddruddruddududddududduddudduddudduudududu"
"kjs_0069";"Maanitus l. ""ribatshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Teppana Jänis/A. O. Väisänen";"1916";"32";"2/4";"G";"Suistamo";"Maisu";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 144, äänitteet: ph. 139,143, prl. 61, 22-31";"Lopussa Tshiizhik";"";"+0-2-1+1+2-5+5-2-1+1+2-3+3+0-2-1+1+2-5+5-2-1+1+2-3+3+5-7-1+1+4-14+12-2-1+1+2-3+3+5-7-1+1+4-14+12-2-1-2+2+3-2-1+0+1+2-2-1-2+2+3-2-1+0+1+2-2-1-2+10-7+2-3+1+2-2-1-2+10-7+2-3+1+2-2-1-2+2+3-2-1+0+1+2-2-1-2+2+3-2-1+0+1+2-2-1-2+7-2-2-1+1+2-5+5-2-1+1+2+2-2-2-1+1+2-5+5-2-1+1+2+5-5-2-1+1+2-5+5-2-1+1+2-3+8-5-2-1+1+2-5+5-2-1+1+2-3+8-7-1+3-3-2+5-2-1+3+5-7-1+3-3-2+5-2-1+3+0+2-9+7-5+5-2-1+1+2-3+3+2-9+7-5+5-2-1+1+2-3+5-2-2+2-2-1+3+2-2-2+2-2-1+3+0-3+3-2-1+1-1-2-2+2+2+1-1-2+2+0-4+4+3-3+3-2-1+1-1-2-2+2+2+1-1-2+2+0-4+4+1+0+4-4-1+0+3-3-2+2+1-1+0-2-2+4-4+4+1+0+4-4-1+0+3-3-2+2+1-1+0-2-2+4+3";"rdduududduudurdduududduuduudduududduuduudduududdduuddruuddduuddruudddududuudddududuuddduuddruuddduuddruuddduddduududduuuddduududduuuddduududduududdduududduududduddudduuddudduddurudududduuduudududduududdudduudduddurdudduddduuuddurduududduddduuuddurduuruddrudduudrdduduuruddrudduudrdduu"
"kjs_0070";"Maanitus";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Maksima Kyyrönen/A. O. Väisänen";"1916";"33";"2/4";"G";"Suistamo";"Muuanto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, äänitteet: ph.155";"";"";"+12+0-2-1+3-5+3-1-2+5-2-1+3-5+3-1-2+5+5-5-3+1+2-3-2-7+10-1+1+2-3+3+5-5-3+1+2-3-2-7+10-1+1+2-3+0-9+7+5-3-2+3-1-2+2-9+7+5-3-2+3-1-2+2-9+10-1+1+2-3-2+0+3-1-2+2-9+10-1+1+2-3-2+0+3-1-2+2+1+2-3-2+3-1-2+2+1+2-3-2+3-1-2+2+1+2+5-10+0+3-1-2+2+1+2+5-10+0+3-1-2+10-7+2+5-10+0+3+7-10+10-7+2+5-10+0+3+7-10+5-2+2+5-10+3+2-5+5-2+2+5-10+3+2-5+2+1-1+1+2-3-2+0+3-1+1+2-3+0+1-1+1+2-3-2+0+5-3+1-1+1+2-3-2+0+3-1+1+2-3+0+1-1+1+2-3-2+0+5+5-7-1+1+2-3-2+0+3-1-2+10-7-1+1+2-3-2+0+3-1-2+3+0-1+1+2-3-2+0+3-1+1+2-3+1+0-1+1+2-3-2+0+3-1+1+2-3+0+8-7-1+1+7-8-2+0+3-1+1+2-3+0+8-7-1+1+7-8-2+0+3-1+1+2-3+3+5-7-1+1+4-5-2+0+3-1+1+2-3+3+5-7-1+1+4-5-2+0+3-1+1+2-3+0-4+5-1+1+2-3+1-3+3-1-2+2-4+5-1+1+2-3+1-3+3-1-2+0-5+5-5+2+3-2+2+0-5+5-5+2+3+5-5-5+5-7+7-5+5-3+3-2+2+0-5+5-5+2+3+5-5-5+5-7+7-5+5-3+3-2+2+0-5+5-5+2+3+5";"urddududduddududduudduuddduduuduudduuddduduudrduuddudduduudduddududuuddruddududuuddrudduuuddudduuuddudduuuudrudduuuudrudduduudruududuudruududuuduududuuduuduuduuddruduudruduuddrududuuddruduudruduuddruudduuddruddudduuddruddurduuddruduudurduuddruduudrudduuddruduudrudduuddruduuduudduuddruduuduudduuddruduudrduduudududdududuudududdrduduudurduduuuddududududurduduuuddududududurduduuu"
"kjs_0071";"Maanitus l. ""trepatshkansoitto""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Lösönen/A. O. Väisänen";"1916";"34";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 152";"";"";"+12-12+12-12+12+0+0-2-1+0+1-3+2-2+5+0-2-1+0+1-3+2-2+2+0+1+2+0-2-3+2-2+2+0+1+2+0-2-3+2-2+5-2+2+2-2-2-3+2+0+3-2+2+2-2-2-3+2+0+5+0-4-1+0+1-3+2-2+7+0-4-1+0+1-3+2-2+3+2-2-1+0+1-3+2+0+1+2-2-1+0+1-3+5+0+2-2-2-3+2-2+5+2-2-2-3+2+1+4-4-1+3-5+5-3+3-2+4-4-1+3-5+5-3+3-12+12-5-7+12-5-7+0+5+4-9+12-5-7+12-5-7+0+12+0+0-2-1+0+1-3+0+0+0+7-4-1-2+5+0+0-2-1+0+1-3+0+0+0+7-4-1-2+5+2-9+5+4-2-2-1-2+0+0+5+0-2-1-2+5+2-9+5+4-2-2-1-2+0+0+5+0-2-1-2+5";"ududurrddrududurddrududuruurdduduruurddududuuddduruduudddururddrududurddrududuuddruduruuddruduruddduduuddduuuddududududdududududduddruududduddrurrddrudrrrudddurrddrudrrruddduuduuddddrrurddduuduuddddrrurdddu"
"kjs_0072";"""Brisahka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Mikko Röpeli/A. O. Väisänen";"1916";"35";"2/4";"G";"Korpiselkä(Korpiselka)";"Kitilänvaara";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+5-8+3-5+5-3+3+0+5-8+3-5+5-3+3+0+5-7-1+1+2-3-2+5-3-4+4+3-3+3+5-7-1+1+2-3-2+5-3-4+4+3-3+3-2-1-2-2+4-2-7+5+4+3-2-1-2-2+4-2-7+9+3+5-8+1+2-5+5-3+3+0+5-8+1+2-5+5-3+3-2+7-7-1+1+2-3-2+5-3-4+4+3-3+1+7-7-1+1+2-3-2+5-3-4+4+3-3+3-2-1-2-2+4-2-7+5+4+3-2-1-2-2+4-2-7+9";"udududurudududurudduuddudduuduudduuddudduududdddudduuuddddudduuuduududuruduududududduuddudduuduudduuddudduududdddudduuudddduddu"
"kjs_0073";"Maanitus";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana I. Härkönen/A. O. Väisänen";"1917";"35";"3/4, 2/4";"G";"Suistamo";"Äimäjärvi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"terssi neutraali ja septimi pieni";"";"+3-1-2+5-5+3-1-2+5-3+8-7-5+5+2-3-2+0+2-2+2+8-7-5+5+2-3-2+0+2-2+2+8-7-5+5+4-5-2+0+5-5+2+8-7-5+5+4-5-2+0+5-5+2+5-5-4+5+2-2-3+0+5+0-3+5-5-4+5+2-2-3+0+5+0-3+3-2+4-4+7-7+2-5+5-5+2+3-2+4-4+7-7+2-5+5-5-7+10-1-2+2+3-5+5-5+2+3-12+10-1-2+2+3-5+5-5+5";"uddududdududduuddruduudduuddruduudduuddruduudduuddruduudduuddrurdudduuddrurdudududududuudududududdudduududuududduududu"
"kjs_0074";"Kisavirsi";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Jaakko Kul´l´u/A. O. Väisänen";"1917";"36";"2/4";"G";"Suojärvi";"Parkinselkä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 104, äänitteet: prl. 58, 27-55";"miksolyydinen";"";"+0-2-1-2+3+2-3+3-2+2-3+3-5+5-3+3-2+2-2-1+3-3+3-3+3-3+0+3-2-1-2+2+3-5+5-3+3+0-2-1-2+2+3-5+3-1-2+2+3+0-2-1-2+2+3-5+3-1-2+5+0-3-2+2+1+2-3+3-2-1-2+2+3-2+2-2-1+3-5+5-3+3+0-2-1+3-5+5-3+3-2+2-2-1+3-5+3-1-2+2+3-12+12-5-7+12-5-7+10-1-2+2+3-12+12-5-7+12-5-7+12-3+3-5+5-12+7+5-12+7+3-1-2+2+3-5+0-2+2-4+4-2+7-5-4+4-2-2+4-2+7-5-4+4-2-2+4+5-2-1-2-4+9-5-5+10-5-7+12-5+2+3-9+4+5-5-5+5+5-5-7+7+5-5-2+4+3-3+1+4-5+3-5+5-3+3-2+2-2-1+3-5+5+0";"rddduudududududududdudududruddduududurddduududduurddduududdurdduuududdduududdududurddududududdududduududduddudduududduddudududuuduudduudrdudududduddududdudduudddduddudduduuduudduudduudduuduudududududdudur"
"kjs_0075";"Maanitus";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Shirgo/A. O. Väisänen";"1916";"37";"2/4";"g";"Impilahti";"Koivuselkä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 138, äänitteet: ph. 134 a";"Lopussa Tshiizhik";"";"-2-2+2+2-4-1+5-2-2+4+0-2-2+2+2-4-1+5-2-2+4-2-3+3-2+2+2-4-1+5-2-2+4-4+2-3+3-2+2+2-4-1+5-2-2+4-4+0+5-3-2+2+2-2-3+3-2-1+1+5-3-2+2+2-2-3+3-2-1+5+5-7-2+2+2-5+5-2-2+2+2-4+4+5-7-2+2+2-5+5-2-2+2+2-4+4-4+2+2+0-2-3+3-2+0+2-2+4-2-2+4-4+2-3+3-2-1+6-13+12+0-2-3+3-2+0+2+3-13+12+0-2-3+3-2+0+2-9+12-3-2+2+2-4-1+5-2-2+2+2-11+12-3-2+2+2-4-1+5-2-2+2+2+0-5+1+2+2-5+5-2-2+2+2+0-5+1+2+2-5+5-2-2+2+2+0+5-7-2+2+2-5+5-2-2+4+0+5-7-2+2+2-5+5-2-2+4+0+0+0+0-2-2-1-2-2+4-7+1+2+2+2+1+2+2+0+0+0-2-2-1-2-2+4-7+1+2+2-5+12+0-2-2+4-2-3+3-2+4-4+4-2-2+4-2-3+3-2+4-4";"dduudduddurdduudduddudduduudduddudududuudduddudrudduuddudduudduuddudduudduududduuduudduududduududuurddudrududdudududdudurddudruudurddudrududduuddudduududduuddudduurduuududduurduuududduurudduududdurudduududdurrrrddddduduuuuuuurrrddddduduuudurdduddudududduddudud"
"kjs_0076";"";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Brelo/A. O. Väisänen";"1920";"38";"2/4";"G";"Suojärvi";"Hautavaara";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"Toinen ylennys merkki suluissa. Viittaisikohan neutraaliin kvarttiin";"";"+0-5+5-2-1+3-5+5-2-1+3-5+5-2-1+3-5+5-2-1+3+0+5-7-5+7-12+12-2-1+3+0+5-7-5+7-12+12-2-1+3+0+2-4+4-2-2-3+5-2-1+3+0+2-4+4-2-2-3+5-2-1+3-2+4-9+7-2+0-3+2+1+0+4-9+7-2+0-3+2+1+2+5-7-5+12-7+4-7+2+3-3+3+5-7-5+12-7+4-7+2+3-3-4+5+4-4-5+5+4-4+4-7+2+3-3-4+5+4-4-5+5+4-4+4-7+2+3-3+0+3-2-1+3-5+5-2-1+3-3+3-2-1+3-5+5-2-1+3-3+1-1+3-5+5-3+3-3+1-1+3-5+5-3+3+0+0-5+5-2-1+3+0+0-5+5-2-1+3+0-2-1+0-2+5-2-1+3+0-2-1+0-2+5-2-1+3-7+5-1-2-2+4-2+5-2-1+3-3-4+5-1-2-2+4-2+5-2-1+3-3-2+5-2-1+3-2-3+2+3-5+5-2-1+3-2-3+2+3-2-3+2+1-1-2+2+0+1-3+2+1-1-2+2+0+1+4-5+3-5+5-2-1+3-2+4-5+3-5+5-2-1+3-5+5-3-4+4+1-10+7-2+4-2+5-3-4+4+1-10+7-2+4-9+12-5-7+12-5-5+2+1+4-9+12-5-7+12-5-5+2+1+4-9+12-5-7+12-5-5+5-3+3-2+7-3-9+12-5-7+12-5-5+5-3+3-2+7-3+3";"rduddududdududdududduruddududduruddududdurududdduddurududdduddudududrduurududrduuuuddududuuduuddududuudduudduududuudduudduududuudruddududdududdududdududududududududurrduddurrduddurddrduddurddrduddududddududduddudddududdudduddudduududdudduudduudduruduudduruudududdududududdududduududududduududududdudduuududdudduuududduddudududdudduddudududu"
"kjs_0077";"Maanitus l. ""ribatshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Vanja Trofimov/A. O. Väisänen";"1917";"39";"2/4, 3/4";"G";"Suojärvi";"Kuikkaniemi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 132, äänitteet: prl.58, 0-17";"";"";"+0+0-5+5-2-1+3-2+7-8+0-2+5-2-1+3-2+7-8+0-2+5-2-1+3-2+7-8+0-2+5-2-1+3-2+7-8+0-2+5-2-1+3-2+4-4+7-8+0-2+5-2-1+3-2+4-4+7-8+0-2+5-2-1+3-2+4-4-5+5+7-7-5+5+7-7-5+5+7-7-5+5+7-7-1+0+1-1-2+2+3-2+4-4-5+5+7-7-5+5+7-7-5+5+7-7-5+5+7-7-1+0+1-1-2+2+3-7+5+4-4-5+5+4-4-5+5+4-4-5+5+4-4-5+5+4-4+2+0-2-1-2+2+3-7+5+4-4-5+5+4-4-5+5+4-4-5+5+4-4-5+5+4-4+2+0-2-1-2+2+3-7+4+8+0+0-10+2+3-3-4+4+8+0+0-10+2+3-3+0-4+2+2+1+4-5+5-5+5-5+5-5+5-4+4-9+5+4-2-2-1-2-7+7-7+7-7+7-7+7-7+5-1+0+3-5+0+5-7+0+7-2+0+2-3+0+3-5+0+5-7+0+7-2+0+2-3+0+3-5+0+5-7+12-12+12-12+12-2-1-2+5";"rrduddududrduddududrduddududrduddududrduddudududrduddudududrduddududduudduudduudduuddrudduududduudduudduudduuddrudduuduudduudduudduudduudurddduuduudduudduudduudduudurddduuduurrduudduurrduudrduuuududududududuudddddudududududrudrudrudrudrudrudrudrudrudrududududddu"
"kjs_0078";"";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Vaskan Jaakoi/A. O. Väisänen";"1919";"40";"2/4";"G";"Aunuksen Karjala";"Suurimäki";"Vienan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"miksolyydinen";"";"+2-2-1+1+2-5+5-2-1+1+2-2+2-2-1+1+2-5+5-2-1+1+2-5+0+2-2+0+2+0-2+0+2-2+0+2-4+7-2-1-2-2+4-2+0+2+0+3-2-1-2-2+4-2+0+5-2+4-4-1+1+2-5+5-2-1+1+2-2+4-4-1+1+2-5+5-2-1+1+2-5+0+2-2+0+2+0-2+0+2-2+0+2-4+9-4-1-2-2+4-2+0+2+0+5-4-1-2-2+4-2+0+5";"udduududduududduududduudrudrurdrudrududdddudruruddddudrududduududduududduududduudrudrurdrudrududdddudruruddddudru"
"kjs_0079";"""Brisatka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Hilppa Vornanen/A. O. Väisänen";"1916";"41";"2/4, 3/4";"G";"Korpiselkä(Korpiselka)";"Ristsalmi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+5+7-2+4-4-1+3-3-2-7+7+5-3+1+4-4-1+3-3-2-7+12+0-2-1+1+2-5-2+2+2+1+4-2-2-1+1+2-5-2+2+2+1+4-2-2-1+1+2-5-2+2+5-2+7-7-1+3-3-2-7+7-2+7-3+1+4-4-1+3-3-2-7+12+0-2-1+1+2-5-2+2+2+1+7-5-2-1+1+2-5-2+2+2+1+7-5-2-1+1+2-5-2+2+5";"uududduddduuduuddudddurdduudduuuuddduudduuuuddduudduududdudddududuuddudddurdduudduuuuddduudduuuuddduudduu"
"kjs_0080";"""Pläshshindyvirsi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Patshoin Stjoppi/A. O. Väisänen";"1919";"41";"2/4";"G";"Aunuksen Karjala";"Suurimäki";"Vienan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+4-4-1+3-5+5-3+3-2+4-4-1+3-3-2+5-5+2+3-3-4+5+4-4-5+4+3-3-9+10-1-2-2+4+3-3-4+5+4-4-5+4+3-3-9+10-1-2-2+4+3-3+5-2-2-1+0-2+5-2-1+3+2-2-2+2+0+0+0+0+0+2-2-2-1-4+4-2-7+7+2-4+7-7+9-2+0-2-3+2+3-2+4-4-5+9-4-1-2+2+3-8-2+5-7+12-5-7+4+3-2+0-1+0+3-3+3-3+3-2-3+5-3+8-5-3+8-5-3+8-5-2+7-5-3+8-5-2+7-5-3+8-5-2+7-5-3+8-5-7+12-5-7+12-5-5+10-5-5+5-3-2+5+2-2-2+7-5-3+8-3+3-2-3+2+3-5-7+7+2-4+4-5+6-1-2+2-4+4+3-7+5+2-7+2-7+10+2-7+7-7+5+2-3-4+2-7+10+2-7+7-7+5+2-7+4-2-7+10+2-7+4+3-7+5+2-7+4-2-7+12-2+4-5+3-2-3+2+3-12+10-1-2+2+3-3-2+5-5+2+3-3-9+10-1-2+2+3-5+5-3+3-2+4-4-5+5+4-4-10+10-1-2+2+3-2+4-4-5+5+4-4-5+5+4-4-5+5+4-4-10+10-1-2-5+7+3-3+1+4-4-5+5+4-4-5+5+4-4-5+5+4-4-10+10-1-2+5";"uddududududdudduduudduudduudduddduudduudduudduddduududddrdudduuddurrrrruddddudduudududrdduududduddduuddududduudrdrudududdududduddudduddudduddudduddudduddudduddudduudduddududduudduudududduduuduududuududuudduduududuududduuduuduududdudududduududduudduduuddudduududududduuddudduududduudduudduudduddduuduudduudduudduudduddu"
"kjs_0081";"""Ruskoi-peli""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Timo Lipitshä/A. O. Väisänen";"1917";"43";"2/4";"G";"Suistamo";"Koitto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+4-4-1+3-3-2+5-5-2+4+1+4-4-1+3-3-2+5-5-2+4+1+4-4-1+3-3-2+0+2+0+1+4-4-1+3-3-2+0+2+0-9+10-1-2-2+4-2+0-2+4-9+10-1-2-2+4-2+0-2+4-9+10-1-2-2+4-2+5-5+2+3-12+10-1-2-2+4-2+5-5+2+3-12+10-1-2-2+7-3-2+5-5-2+7-3+1+7-7-1+5-5-2+5-5+2+3+0+5-7-1+5-5-2+5-5+2+3+0+5-7-1+5-5-2+5-5+2+3+0";"udduddudduuudduddudduuudduddruruudduddrurdudddudrdududddudrdududddududuududddududuududdduddudduduuddudduduuruddudduduuruddudduduur"
"kjs_0082";"""Ristakka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Miinan Domi/A. O. Väisänen";"1917";"43";"2/4";"G";"Suistamo";"Koitto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+4-4-1+3-3-2-7+5+7-2+4-4-1+3-3-2-7+5+7+5-7-1+1+2-5+5-7+7+5-7-1+1+2-5+5-7+7-3+1-1+3-2-1-2+2+1-1+3-2-1-2+3+7-7-1+5-5-2+5-2-1+3-2+7-7-1+5-5-2+5-2-1+3-3+1+2-3+1-1-2+2+1+2-3+1-1-2-3+8-10+10-5-5+2+1+7-8+8-10+10-5-5+2+1+7-5+0+0-5+5-7+5+7-5+0+0-5+5-7+5+7-2+4-4-1+3-3-2-3+1+7-2+4-4-1+3-3-2-3+1+7-2+4-5+3-2-8+2+1+7-2+4-5+3-2-8+2+1+7-2+4-4-1+1+2-3-2-5+2+1+7-2+4-4-1+1+2-3-2-5+2+1+7-2+7-7-1+1+4-5-2-5+2+1+7-2+7-7-1+1+4-5-2-5+2+1+7+0-2-1+3-5-5+2+1+7+0-2-1+3-5-5+2+1+7-12+12";"udduddduududduddduuudduududuudduudududududdduududdduuddudduddududduddudduduududduuududddududduuudududduuudrrduduudrrduduududduddduududduddduudududduuudududduuududduuddduuududduuddduuududduuddduuududduuddduuurddudduuurddudduuudu"
"kjs_0083";"""Ripatshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Pekka Happo/A. O. Väisänen";"1917";"44";"2/4";"G";"Suojärvi";"Vuondele";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 126, äänitteet: prl. 44, 24-35";"Toinen ylennys merkki suluissa. Viittaisikohan lyydiseen moodiin.";"";"+4-5-4+7-5-7+12-3-4+7-2+4-5-4+7-5-7+12-3-4+2+2-4+0+2-3+0+5-4+0+2-3+8-3-4+2-3+5-4+0+2+0+2-4+0+2-3+0+5-4+0+2-3+8-3-4+2-3+5-4+7-2+4-5-4+7-5-7+12-3-4+7-2+4-5-4+7-5-7+12-3-4+2+5-3-4+2-3+0+5-4+0+2-3+5-4+0+2-3+0+5-4+0+2+0+2-4+0+2-3+0+5-4+0+2-3+5-4+0+2-3+0+5-4+7";"uddudduddududduddudduudrudrudrududdududrurudrudrudrududdududududdudduddududduddudduuddudrudrududrudrudrurudrudrudrududrudrudu"
