"ID";"Nimi";"Kokoelma";"Yleislaji";"Tyyppi";"Muistiinpanija";"Vuosi";"Sivu";"Tahtilaji";"Sävellaji";"Pitäjä";"Kylä";"Maakunta";"Lääni";"Sanat";"Kirjahuomiot";"Kommentit";"Samanlaisuus";"Intervalli";"Melodian suunta"
"kjs_0084";"""Ripatshka"" l. "" prishonkka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Mikko Patronen/A. O. Väisänen";"1916";"44";"2/4";"G";"Korpiselkä(Korpiselka)";"Yläjärvi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+7-7-1+3-5+5-3+3-7+5+7-7-1+3-3-2+5-3+3-3+1+4-5+3-5-7+12-3+3-2+7-7-5+4+3-5-7+12-3+3-2-5+9-2-2-1+3-5-7+12-3+3-3+1+4-4-5+4+3-12+7+2+3-7+5+4-4-5+4+3-5+5-3+3-7+5+4-4-5+4+3-5+5-3+3+5-7-1-2+2+3-5-7+12-3+3-8-2+5-5+5+5-3+3-12+2+2+8-5-7+12-3+3-5+0+0+0+0-3+3-2+4-2-2+2+0+0+0-3+3+2-2-2-5+7+2+1+2+2+3-10+2+3-12+7+2+1+2+2+3-10+2+5-9+5-1-4+4-2-7+7+2-4+4+5-9+5-1-4+4-2-7+7+2-4+4-2-3+3+0-5+5-3-4+7+2-4+4-2-3+3+0-5+5-3+3-3+3+2-4+4-2-3+3+0-5+5-3-4+7+2-4+4-2-3+3+0-5+5-3+3-3+3+2-9+7+2+1+2+2+3-10+2+3-12+7+2+1+2+2+3-10+2";"uddudududuudduddududuududdudududduuddududduddduddududuudduuduuuduudduudududuudduududuuddduuddududduduududuuuddududrrrrdududdurrrduuddduuuuuuduuduuuuuuduududdudduuduududdudduududdurdudduududdurdududuududdurdudduududdurdududuuduuuuuuduuduuuuuudu"
"kjs_0085";"""Tripatshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Jeyssei Pyy/A. O. Väisänen";"1916";"45";"2/4";"?";"Korpiselkä(Korpiselka)";"Yläjärvi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+0-2+0-5+0+2+3+2+0-2+0-5+0+2+3+2+0-2+0-2-1-2+5-3+5+0-2+0-2-1-2+5-3-4+12-7-5+4+3-3-4+2+2+3-7+12-7-5+4+3-3-4+2+5-5-3-2+0+5-3+3+2+0-2+5-5+5-8+8-3+3-5+5-5+0+5-5-3+8-3+3-5+5-5+0+5-5-3+8-3+3+0-2-1-2+0+5-5+5-5+5-3+3+0-2-1-2+0+5-5+5-5+5-3+3-3";"rdrdruuurdrdruuurdrdddudurdrddduddudduudduuududduudduudddruduurdudududududruddudududruddudurdddrudududurdddrudududud"
"kjs_0086";"Maanitus";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Paavila Patronen/A. O. Väisänen";"1916";"46";"2/4";"G";"Korpiselkä(Korpiselka)";"Ägläjärvi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+5+4+3-3+0+3-3+0+1+2-5+5-3+3-3+0+3-3+0+1+2-5+5-3+5-5+0+3-3-4+5+2-5-7+12-3+0+5-5+0+3-3-4+5+2-5-7+12-3-4+7-3-4+9-5-4+5+2-5+5-3-4+7-3-4+9-5-4+5+2-5+5-3-4+11-7-4+7-3-4+5+2-5+5-7+11-7-4+7-3-4+5+2-5+5-3+3-3-4+5+4-4-1+1+2-5-7+12-3+0+3-3-4+5+4-4-1+1+2-5-7+12-3+1+4-4-5+7+2-4-1+1+2-3-4+7-5+5-5-7+12-3+1+2-3-4+5+2-2+4-4-5+7+2-4-1+1+2-3-4+7-5+5-5-7+12+0-5+5-5-7+12-5+5-3+3-5-3+3-5+5-5+5-3+8-3-4+5+2-5-7+0+7-5+5-5+5-3+5+3-2-1+1+2-5-7+12-12+2+5+5-3-4+7-12+12-12+2+5+5-3-4+7-5+5-3-9+12-5+5-7+7-3";"uuudrudruudududrudruudududrudduuddudrudrudduuddudduddudduududduddudduududduddudduudududdudduudududduudduuddudrudduudduudduduudduudduuddududduduudduududduudduuddududdurduddudududdududududduuddrudududuudduudduduuuddududuuuddududdududud"
"kjs_0087";"Maanitus";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Paavila Patronen/A. O. Väisänen";"1916";"47";"2/4";"G";"Korpiselkä(Korpiselka)";"Ägläjärvi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+7-7+12-12+7-3-4+9-5-4+5+2-5-7+12-3-4+7-3-4+9-5-4+5+2-5-7+12-3+0+3-3-4+7-2+2+2-4-5+9-5+1+2-3-4+5+2-5+5-5-7+12-3+3-3-4+7-2+2+2-4-5+9-5+1+2-3-4+5+2-5+5-5-7+12-3+3-3-4+5+2-2+4-4-5+7+2-5-4+7-3-4+5+2-5-7+9+3-3-2+5-3+3-3-4+5+2-2+4-4-5+7+2-5-4+7-3-4+5+2-5-7+9+3-3-2+5-5+5-12+2+5+5-3-4+7-5+5-5-7+12-5+5-7+7-5+5-5-7+2+5+2+3-2-1+1+2-5-7+7-5+5-5+5-3+8-5+2-4+7-5-7+7-5+5-5+5+0-3+5-2+5-5-7+2+5-3+8-3-4+5+2-5+0+5-5-7+2+5-3+8-3-4+5+2-5-2+7-3";"udududdudduuddudduddudduuddudrudduduudduduudduududdududduduudduduudduududdududduududduuddudduudduuddududduududduuddudduudduuddududuuuddududdududududduuuudduuddududududududdududurdududduududduudrudduududduuddud"
"kjs_0088";"""Ripatshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Everik Rähkönen/A. Launis";"1905";"48";"2/4";"g";"Ilomantsi";"";"Pohjois-Karjala";"Oulun lääni";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 120";"doorinen";"";"+19-3+1+4-4-1+1+2-3-2+2+3-3+1+4-4-1+1+2-3-2+2-4+4+3-3-4+4+8-7-5+4+3-3+0-4+4+3-3-4+4+8-7-5+4+3-3+0+0+1+2-3-2-3+5-4-12+0+16+1+2-3-2-3+5-4-12+0+12+2+2+1+4-2-2-1-4+2+2+1+4-2-2-1";"uduudduudduuduudduudduduudduudduudrduudduudduudrruuddduddruuuddduddruuuuudddduuuuddd"
"kjs_0089";"""Ripatshka"" l. "" prissahka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Shemeikka/A. Launis";"1905";"48";"2/4";"G";"Suistamo";"Muuanto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+16-4+5+7-7-1+1+2-3-2+2+0-4+5+7-7-1+1+2-3-2+2-4+4+3-3-4+4+8-7-5+4+3-3+0-4+4+3-3-4+4+8-7-5+4+3-3+0+0+1+2-3-2-3+5-4-12+0+16+1+2-3-2-3+5-4-12+0+12+2+2+1+4-2-2-1-4+2+2+1+4-2-2-1";"uduudduuddurduudduudduduudduudduudrduudduudduudrruuddduddruuuddduddruuuuudddduuuuddd"
"kjs_0090";"Maanitus";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Mishukka/A. O. Väisänen";"1916";"49";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 144-152, äänitteet: ph. 146 b";"Toinen ylennys merkki suluissa. Viittaisikohan lyydiseen moodiin.";"";"+0-2-1-2+2+3-2-1+1+2-3+1-3+3-1-2+5+0-2-1-2+2+3-2-1+1+2-3+1-3+3-1-2+2+0+1+4-5+3-2-3+2-2+2+0+1+4-5+3-2-3+2-2+2+3-3+3-2-3+2+1+2-3+0+3-3+3-2-3+2+1+2-3+3+2-4-1+1+2-3+1-3+3-1-2+5+2-4-1+1+2-3+1-3+3-1-2+5+4-6-1+1+2-3+1-3+3-1+0+3+4-6-1+1+2-3+1-3+3-1+0+3-3+5-5-4+4+3-3+1-3+2+0+3-3+5-5-4+4+3-3+1-3+2+0+3+2-4-1+1+2-3+1-3+2+3+0+2-4-1+1+2-3+1-3+2+3+0+0-2-1+1+2-3+1-1-2-2-1-2+5-7+7+5-5+0+0+2-2+5+0-2-1+1+2-3+1-1-2-2-1-2+5-7+7+5-5-7+0+12";"rddduudduudududdurddduudduudududduruududduduruududduduududduuudrududduuuduudduudududduudduudududduudduudududruudduudududrududduududurududduududuruudduududuurudduududuurrdduududdddduduudrrudurdduududdddduduuddru"
"kjs_0091";"""Ruskoi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Shemeikka/A. Launis";"1905";"49";"2/4";"G";"Suistamo";"Muuanto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+5+4-9+9-4+4+3-3-4+4+3-3+1-1-2+2-2-5+5+0-5+8-1-2-2+4-9+9-4+4+3-3-4+4+3-3+1-1-2+2-2-5+5+0-5+8-1-2+5-5+2+1+4-2-2-1-2+2-2-5+5+0-5+8-1-2+5-5+2+1+4-2-2-1-2+2-2-5+5+0-5+8-1-2-14+7+2+2+1-12+12-12+12+4-4+4+1-1-2-2-1-2+5-14+7+2+2+1-12+12-12+12+4-4+4+1-1-2-2-1-2+5";"uududuudduududduddurdudddududuudduududduddurdudduduuudddduddurdudduduuudddduddurduddduuuududuuduuddddduduuuududuuduudddddu"
"kjs_0092";"""Ruskoin peli""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Jehki Jänönen/A. O. Väisänen";"1917";"50";"2/4";"G";"Suistamo";"Hodjala";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+3-2-1+3-2-3+2-2+2+3-2-1+3-2-3+2-4+5+4-4-5+5+7-7-5+4+3-3-4+4+3-3-4+5+4-4-5+5+7-7-5+4+3-3+3-3+3-2-1+3-2-3+2+3-3+3-2-1+3-2-3+2-4+5+4-4-5+5+7-7-5+4+3-3-4+4+3-3-4+5+4-4-5+5+7-7-5+4+3-3+3";"uddudduduuddudduduudduudduudduudduudduudduudududdudduududdudduduudduudduudduudduudduudduudu"
"kjs_0093";"""Ruskoi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Teppana Jänis/A. O. Väisänen";"1916";"50";"2/4";"G";"Suistamo";"Maisu";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"-2+2-3+1-1-2-2+2+5-5-7+7+7-4+2-3-2+3+2-3+1-1-2-2+2+5-5-7+7+7-4+2-3-2+3+2-3+1-1-2-2+2+5-5-7+17-3-2-3-2+3+2-3+1-1-2-2+2+5-5-7+17-3-2-3-2+5";"dududdduudduududduududdduudduududduududdduuddudddduududdduudduddddu"
"kjs_0094";"""Tutshkovin polska""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"M. Timonen/K. Collan";"1854";"51";"2/4";"G";"Lieksa";"";"Pohjois-Karjala";"Oulun lääni";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"-4+4-4+5-1-2-2+2+0-2+2+2-4+0+7-7+7-7+9-2-2-1-2+0-2+2+2-4+0+7-3-2+2+1-1-2-2+2+0-2+2+2-4+0+7-3-2+2+1-1-2-2+2+0-2+2+2-4+0";"dududddurduudrudududdddrduudrudduudddurduudrudduudddurduudr"
"kjs_0095";"""Tshiizik""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Mishukka/A. O. Väisänen";"1916";"51";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"Tsiizik, tsiizik jakim bul, fantalkki votku pi?. Vuipiti rumkka, vuipiti vin, zasumiiloi golovi.";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 126, äänitteet: prl.11, 30-34";"";"";"-3+1+2-3+1-1-2-2-1+3+0+0+3-1-2+5+0-3+1+2-3+1-1-2-2-1+3+0+0+3-1-2+5-2+4-2-2-1-2-2-1+3+0+0+3-1-2+5-2+4-2-2-1-2-2-1+3+0+0+3-1-2+5";"duududdddurruddurduududdddurruddududdddddurruddududdddddurruddu"
"kjs_0096";"Ristikontra";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Shemeikka/A. Launis";"1905";"51";"2/4";"G";"Suistamo";"Muuanto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+19-12+14-4+0+7-7-1+1+2-12+14-4+0+7-7-1+1-1-2+2+1+7-7-1+1+2-3-2+2+1+7-7-1+1+2";"ududrudduududruddudduuudduudduuudduu"
"kjs_0097";"";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"/K. Collan";"1854";"52";"2/4";"g";"Pielisjärvi";"Sutila";"Pohjois-Karjala";"Oulun lääni";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"doorinen, iskutus? nelonen tuntuu ykköseltä.";"";"-5-2+2+0-2-2-3+7+5-5-2+2+0-2-2-3+7+5-3-4+7-3-4+7-3-4+7-3-4+7-3-9+12-5-7+12-5-7+12-5-7+12-3-4+7-3-4+7-3-4+7-3-4+7-3-9+12-5-7+12-5-7+12-5-7+12-5-2+2+0-2-2-3+7+5-5-2+2+0-2-2-3+7+5-3-4+7-3-4+7-3-4+7-3-4+7-3-9+12-5-7+12-5-7+12-5-7+12-3-4+7-3-4+7-3-4+7-3-4+7-3-9+12-5-7+12-5-7+12-5-7+12";"ddurddduuddurddduuddudduddudduddudduddudduddudduddudduddudduddudduddurddduuddurddduudduddudduddudduddudduddudduddudduddudduddudduddu"
"kjs_0098";"""Ruskoi""-tanssi";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana I. Härkönen/A. Launis";"1905";"52";"2/4";"G";"Suistamo";"Äimäjärvi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+12-3+3-3+3-3+3-2-1-2+2+3-3-2+0-7+7+2+3-3-2+5-3+3-3+3-3+3-2-1-2+2+3-3-2+0-7+7+2+3-3-2+5-3+0+0-2+0+2+0+3-2-1-2+2+0-2+0+2+0+3-2-1-2+2+0+3-12+9+1+2-3-2+0+2+0+3-12+9+1+2-3-2+0+5";"ududududdduuddrduuuddududududdduuddrduuuddudrrdrurudddurdruruddduruduuuddruruduuuddru"
"kjs_0099";"""Ruskoi-peli""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana I. Härkönen/A. O. Väisänen";"1917";"52";"2/4";"G";"Suistamo";"Äimäjärvi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"terssi neutraali ja septimi pieni";"";"+12-12+12+0-4+4-4+4-2-2-1+1+4-4-1+0-7+7+3-2-1-2+3+4-4+4-4+4-2-2-1+1+4-4-1+0-7+7+3-2-1+5-2+7-7+7-3-4-2-1+1+4-4-1+0-7+7+3-2-1-2+7-2+7-7+7-3-4-2-1+1+4-4-1+0-7+7+3-2-1-2+7+0-2-2-1+1-3+3-1+0+1+0+4-2-2-1+1-3+3-1+0+1+0-1+5-5+5-12+10-2-1+1+4-4-1+5-5+5-12+10-2-1+5-5+0-5+5-7+10-2-1+1+4-4-1+0-5+5-7+10-2-1+5";"udurdududdduuddrduuddduudududdduuddrduuddudududddduuddrduudddudududddduuddrduudddurdddududrurudddududrurdudududduuddudududdudrdududduuddrdududdu"
"kjs_0100";"""Brisatka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Mishukka/A. O. Väisänen";"1916";"53";"2/4";"?";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 144, äänitteet: prl. 11, 34-40";"";"";"+0+0+0+0-2+0+4-2+0+0-5+5-2+0+4-2+0+0-5+5-2+0+4-2+0-7+2+5-2+0+4-2+0+0-2+0+4-2+0+0-5+5-2+0+4-2+0+0-5+5-2+0+4-2+0-7+2+5-2+0+4-2+0-7+12+0-7+2-3+1+4";"rrrrdrudrrdudrudrrdudrudrduudrudrrdrudrrdudrudrrdudrudrduudrudrdurduduu"
"kjs_0101";"""Brisatka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Vanja Trofimov/A. O. Väisänen";"1925";"54";"2/4";"G";"Suojärvi";"Kuikkaniemi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 132";"";"";"-3-4+4-2-3+5-4+7-3-4+4-2-3+5-4+2-3+3-5+5-3+5-4+4-2-3+3-5+5-3+5-4+4+1-3+2-4+4-2-3+5-4+5-3+2-4+4-2-3+5-4+2-3+3-5+5-3+5-4+4-2-3+3-5+5+0+5+2-14+17-7-1-2+5-2+4-14+17-7-1-2+5+0-3-4+4-2-3+5-4+7-3-4+4-2-3+5-4+2-3+3-5+5-3+5-4+4-2-3+3-5+5-3+5-4+4+1-3+2-4+4-2-3+5-4+5-3+2-4+4-2-3+5-4+2-3+3-5+5-3+5-4+4-2-3+3-5+5+0+5-7+9-4-5+5+6-6-5+5+7-8-4+4+3-3-9+5+7-3-4+4+3-3-4+9-4-5+5+6-6-5+5+7-8-4+4+3-3-9+5+7-3-4+4+3-3-5+8-5-2+2+5-5-3+3+5-5-2+2+5-5-3+8-5-2+2+5-5-3+3+5-5-2+2+5-5-3+8-5-2+2+5-5-7+7+5-3+3";"dduddududduddududududududdudududuudududdududududdududududududduduruududddudududddurdduddududduddududududududdudududuudududdududududdududududududdudurududduudduudduudduudduuddudduudduudduudduudduuddudduudduudduuddudduudduudduuddudduudduudu"
"kjs_0102";"Lampaa ravia";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Antti Rantonen/A. O. Väisänen";"1925";"55";"2/4";"G";"Haapavesi";"Ainali";"Pohjois-Pohjanmaa";"Oulun lääni";"";"soittotapa: Yhdysasentoinen, soitin: 5-kielisellä kanteleella, tempo: 88-100";"";"";"-3+3-2-3+3+0-1-4+4-2+3-1+3-3+3-2-3+3+0-1-4+4-2+3-1+3-3-4+5-3+3+0-1-4+4-2+3-1+3-3-4+5-3+3+0-1-4+4-2+3-1+3-3-4+2+2+1-3+3+0-1-4+4-2+3-1+3-3-4+2+2+1-3+3+0-1-4+4-2+2+1+2-7";"duddurddududududdurddudududdudurddudududdudurddudududduuudurddudududduuudurdduduuud"
"kjs_0103";"Melkutus";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Antti Rantonen/A. O. Väisänen";"1925";"55";"2/4";"G";"Haapavesi";"Ainali";"Pohjois-Pohjanmaa";"Oulun lääni";"";"soittotapa: Yhdysasentoinen, soitin: 5-kielisellä kanteleella, tempo: 120";"";"";"+0+0+0-3-4+4+3-2-1-2+5+0-5+2-4+4+3-3-2+5+0-5+2-4+4+3-2-1-2+5+0-5+2-4+4-4+2+2+1+0+2-3+1-3+5+0-3+1+2+0+0-2-1+1-3+2-4+2+2+1+2-3+3-2-3+5+0-3+1+2+0+0-2-1+1-3+2-4";"rrrdduudddurduduuddurduduudddurdududuuurududurduurrddududuuuududdurduurrddudud"
"kjs_0104";"Melkutus";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Heikki Halonen/A. O. Väisänen";"1917";"55";"2/4";"g";"Lapinlahti";"Akkala";"Pohjois-Savo";"Itä-Suomen lääni";"";"soittotapa: Yhdysasentoinen, soitin: 5-kielisellä kanteleella, tempo: 88";"";"";"-5+1+4-7+7-4+2+2-4+4-5+1+4-7+7-4+4+0+0-4+4-7+7+0-2+2-4+4+0-4+4-7+7-4+4+0+0-2-2+4-5+1+4-7+7-4+2+2-4+4-4+4+0+0-2-2+4-5+1+4-7+7-4+2+2-4+4-4+4";"duududuududuududurrdudurdudurdududurrdduduududuududurrdduduududuududu"
"kjs_0105";"Lehmän tanssi";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Heikki Halonen/A. O. Väisänen";"1917";"56";"2/4";"g";"Lapinlahti";"Akkala";"Pohjois-Savo";"Itä-Suomen lääni";"";"soittotapa: Yhdysasentoinen, soitin: 5-kielisellä kanteleella, tempo: 126";"";"";"-4+2-2+2+2-4+4+0-2-2+4-4+4+0+0-4+2-2+2+2-4+4+0-2-2+4-4+4+0-4-1+1+2-3+1+2-2-1-2+3-1+1+2-2+4+0-4-1+1+2-3+1+2-2-1-2+3-1+1+2-2+4+0";"duduudurddudurrduduudurddudurdduuduuddduduudurdduuduuddduduudur"
"kjs_0106";"Karrhunpeijaispolska";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Antti Rantonen/A. O. Väisänen";"1925";"56";"2/4";"G";"Haapavesi";"Ainali";"Pohjois-Pohjanmaa";"Oulun lääni";"Sutiputi, sutiputi sukkaan kenkään, aamulla varhain vaatetta selkään.";"soittotapa: Yhdysasentoinen, soitin: 5-kielisellä kanteleella, tempo: 80";"";"";"-2-1-2-2+2+2+1+2-2-1+3-5+5-7+0+0+7-2-1-2-2+2+2+1+2-2-1+3-5+5-7+0+4-4+2+2-2-2+2+2+1+2-2-1+3-5+5-7+0+0+0+2+2-2-2+2+2+1+2-2-1+3-5+5-7+0+0";"dddduuuuddududrrudddduuuuddududruduudduuuuddududrrruudduuuuddududrr"
"kjs_0107";"Engelska l. sutiputi";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Antti Rantonen/A. O. Väisänen";"1925";"56";"2/4";"G";"Haapavesi";"Ainali";"Pohjois-Pohjanmaa";"Oulun lääni";"";"soittotapa: Yhdysasentoinen, soitin: 5-kielisellä kanteleella, tempo: 116";"";"";"+4+3-3-4+4+3-3-4+7+0+0-7+4+3-3-4+4+3-2-3+5+0+0-7+4+3-3-4+4+3-3-4+7+0+0-2+0+0+0-1-2-2+4-4+0+4+3-3-4+4+3-3-4+7+0+0-7+4+3-3-4+4+3-2-3+5+0+0-7+4+3-3-4+4+3-3-4+7+0+0-2+0+0+0-1-2-2+4-4+4+3-5+2+1+0-1-2+5+0-2-1-4+4+3-2-1-2-2+4+3-5+2+1+0-1-2+5+0+0-3+3-3-4+4+1-3+2-4+7-7+7-5+2+1+0-1-2+5+0-2-1-4+4+3-2-1-2-2+4+3-5+2+1+0-1-2+5+0+0-3+3-3-4+4+1-3+2-4+7-7";"uudduuddurrduudduuddurrduudduuddurrdrrrdddudruudduuddurrduudduuddurrduudduuddurrdrrrddduduuduurddurddduudddduuduurddurrdudduududududuurddurddduudddduuduurddurrdudduududud"
"kjs_0108";"Polkka";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Antti Rantonen/A. O. Väisänen";"1925";"57";"2/4";"G";"Haapavesi";"Ainali";"Pohjois-Pohjanmaa";"Oulun lääni";"";"soittotapa: Yhdysasentoinen, soitin: 5-kielisellä kanteleella, tempo: 116";"";"";"+4+3+0+0+0+0-2+2+0-7+2+2+3+0-3+1-3+5-5+2+1+0+0+0+0-1-2+0-2+2+2-4+2+2-2-2+0+0+4+3+0+0+0+0-2+2+0-7+2+2+3+0-3+1-3+5-5+2+1+0+0+0+0-1-2+0-2+2+2-4+2+2-2-2+0+0+4+3+0-3+0+0-2+5+0-5+3+0+0+0+0-1+3+0-7+4+3+0-3+0+0-2+5+0+0+0-2-1+1-3+2-4+7-7+0+4+3+0-3+0+0-2+5+0-5+3+0+0+0+0-1+3+0-7+4+3+0-3+0+0-2+5+0+0+0-2-1+1-3+2-4+7-7";"uurrrrdurduuurdududuurrrrddrduuduuddrruurrrrdurduuurdududuurrrrddrduuduuddrruurdrrdurdurrrrdurduurdrrdurrrddudududruurdrrdurdurrrrdurduurdrrdurrrddududud"
"kjs_0109";"""Hopvalssi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Juho Uimonen/A. O. Väisänen";"1916";"58";"2/4";"G";"Impilahti";"Huunukka";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 168";"miksolyydinen";"";"+0-7+2+2+1+2-3-9+12-7+2+2+1+2-3+3-7+2+2+1+2-3+3-3-4+2+2+1+2-3+3+2+1-3-2-1+3-12+9-2+5-12+12-2-1+3+0+2+1-3-2-1+3-12+9-2+5-12+12-2-1+3+0";"rduuuudduduuuududuuuududduuuuduuudddududududduruudddududududdur"
"kjs_0110";"Yhdeksän parin tanssi";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Juho Uimonen/A. O. Väisänen";"1916";"58";"2/4";"G";"Impilahti";"Huunukka";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 168";"miksolyydinen";"";"+9-4+4-9+12-2-1+1+2-12+9-4+4-9+12-2-1+1+2+2+1-3-2-1+3-12+9-2+5-12+12-2-1+3+0+2+1-3-2-1+3-12+9-2+5-12+12-2-1+3+0-12+12-7+5-10+10+2-2-1+3-12+12-7+5-10+10+2-2-1+3+2+1-3-2-1+3-12+9-2+5-12+12-2-1+3+0+2+1-3-2-1+3-12+9-2+5-12+12-2-1+3+0";"udududduududududduuuudddududududduruudddududududdurdududuuddudududuudduuudddududududduruudddududududdur"
